"ID" "spearman_coeff" "gene1" "gene2"
"ENSSSAG00000000719_Ssal_ENSSSAG00000039415_Ssal" 0.753215601767494 "ENSSSAG00000000719" "ENSSSAG00000039415"
"ENSSSAG00000000721_Ssal_ENSSSAG00000118534_Ssal" 0.485987137068509 "ENSSSAG00000000721" "ENSSSAG00000118534"
"ENSSSAG00000000724_Ssal_ENSSSAG00000041810_Ssal" 0.261685869303577 "ENSSSAG00000041810" "ENSSSAG00000000724"
"ENSSSAG00000000728_Ssal_ENSSSAG00000056260_Ssal" 0.68085073441408 "ENSSSAG00000056260" "ENSSSAG00000000728"
"ENSSSAG00000000739_Ssal_ENSSSAG00000057390_Ssal" 0.0861226798732691 "ENSSSAG00000000739" "ENSSSAG00000057390"
"ENSSSAG00000000763_Ssal_ENSSSAG00000107480_Ssal" 0.208186970067807 "ENSSSAG00000107480" "ENSSSAG00000000763"
"ENSSSAG00000000789_Ssal_ENSSSAG00000059599_Ssal" 0.822912009063554 "ENSSSAG00000000789" "ENSSSAG00000059599"
"ENSSSAG00000000791_Ssal_ENSSSAG00000005451_Ssal" 0.613938183104988 "ENSSSAG00000000791" "ENSSSAG00000005451"
"ENSSSAG00000000804_Ssal_ENSSSAG00000004216_Ssal" 0.366521903715661 "ENSSSAG00000004216" "ENSSSAG00000000804"
"ENSSSAG00000000811_Ssal_ENSSSAG00000041664_Ssal" 0.815354716528562 "ENSSSAG00000000811" "ENSSSAG00000041664"
"ENSSSAG00000000852_Ssal_ENSSSAG00000044521_Ssal" 0.515460919963708 "ENSSSAG00000044521" "ENSSSAG00000000852"
"ENSSSAG00000000860_Ssal_ENSSSAG00000007849_Ssal" 0.50793503481776 "ENSSSAG00000000860" "ENSSSAG00000007849"
"ENSSSAG00000000877_Ssal_ENSSSAG00000001025_Ssal" 0.670392077434863 "ENSSSAG00000001025" "ENSSSAG00000000877"
"ENSSSAG00000000881_Ssal_ENSSSAG00000006861_Ssal" 0.711353338475166 "ENSSSAG00000000881" "ENSSSAG00000006861"
"ENSSSAG00000000883_Ssal_ENSSSAG00000068822_Ssal" 0.369395846589265 "ENSSSAG00000068822" "ENSSSAG00000000883"
"ENSSSAG00000000892_Ssal_ENSSSAG00000064444_Ssal" 0.804636830602596 "ENSSSAG00000064444" "ENSSSAG00000000892"
"ENSSSAG00000000968_Ssal_ENSSSAG00000002351_Ssal" 0.646092185969408 "ENSSSAG00000000968" "ENSSSAG00000002351"
"ENSSSAG00000000986_Ssal_ENSSSAG00000001123_Ssal" 0.352589185663223 "ENSSSAG00000000986" "ENSSSAG00000001123"
"ENSSSAG00000001001_Ssal_ENSSSAG00000065016_Ssal" 0.494375850977366 "ENSSSAG00000001001" "ENSSSAG00000065016"
"ENSSSAG00000001012_Ssal_ENSSSAG00000067530_Ssal" 0.798508375637682 "ENSSSAG00000067530" "ENSSSAG00000001012"
"ENSSSAG00000001079_Ssal_ENSSSAG00000115303_Ssal" 0.268325982220415 "ENSSSAG00000001079" "ENSSSAG00000115303"
"ENSSSAG00000001094_Ssal_ENSSSAG00000084443_Ssal" 0.285227201811175 "ENSSSAG00000001094" "ENSSSAG00000084443"
"ENSSSAG00000001098_Ssal_ENSSSAG00000003015_Ssal" 0.669152965457332 "ENSSSAG00000001098" "ENSSSAG00000003015"
"ENSSSAG00000001100_Ssal_ENSSSAG00000078566_Ssal" 0.629693184742382 "ENSSSAG00000078566" "ENSSSAG00000001100"
"ENSSSAG00000001120_Ssal_ENSSSAG00000046731_Ssal" 0.684994310227709 "ENSSSAG00000001120" "ENSSSAG00000046731"
"ENSSSAG00000001125_Ssal_ENSSSAG00000057946_Ssal" 0.56815688046944 "ENSSSAG00000001125" "ENSSSAG00000057946"
"ENSSSAG00000001126_Ssal_ENSSSAG00000072749_Ssal" 0.711629992654871 "ENSSSAG00000072749" "ENSSSAG00000001126"
"ENSSSAG00000001128_Ssal_ENSSSAG00000067747_Ssal" 0.346594819836383 "ENSSSAG00000001128" "ENSSSAG00000067747"
"ENSSSAG00000001148_Ssal_ENSSSAG00000003665_Ssal" 0.705741815080323 "ENSSSAG00000001148" "ENSSSAG00000003665"
"ENSSSAG00000001160_Ssal_ENSSSAG00000046580_Ssal" 0.502268167647248 "ENSSSAG00000001160" "ENSSSAG00000046580"
"ENSSSAG00000001173_Ssal_ENSSSAG00000003146_Ssal" 0.571463107321354 "ENSSSAG00000001173" "ENSSSAG00000003146"
"ENSSSAG00000001207_Ssal_ENSSSAG00000121914_Ssal" 0.247201821030908 "ENSSSAG00000121914" "ENSSSAG00000001207"
"ENSSSAG00000001216_Ssal_ENSSSAG00000040310_Ssal" 0.479768901131488 "ENSSSAG00000001216" "ENSSSAG00000040310"
"ENSSSAG00000001220_Ssal_ENSSSAG00000018145_Ssal" 0.456281624385312 "ENSSSAG00000001220" "ENSSSAG00000018145"
"ENSSSAG00000001228_Ssal_ENSSSAG00000096571_Ssal" 0.526104754583607 "ENSSSAG00000001228" "ENSSSAG00000096571"
"ENSSSAG00000001247_Ssal_ENSSSAG00000046475_Ssal" 0.656759953329708 "ENSSSAG00000001247" "ENSSSAG00000046475"
"ENSSSAG00000001259_Ssal_ENSSSAG00000005735_Ssal" 0.460009874360636 "ENSSSAG00000001259" "ENSSSAG00000005735"
"ENSSSAG00000001298_Ssal_ENSSSAG00000045577_Ssal" 0.743089541879059 "ENSSSAG00000001298" "ENSSSAG00000045577"
"ENSSSAG00000001301_Ssal_ENSSSAG00000058579_Ssal" 0.883866944582667 "ENSSSAG00000058579" "ENSSSAG00000001301"
"ENSSSAG00000001373_Ssal_ENSSSAG00000045459_Ssal" 0.385949027756706 "ENSSSAG00000001373" "ENSSSAG00000045459"
"ENSSSAG00000001375_Ssal_ENSSSAG00000091941_Ssal" 0.136780641357087 "ENSSSAG00000001375" "ENSSSAG00000091941"
"ENSSSAG00000001379_Ssal_ENSSSAG00000115440_Ssal" 0.587828578853459 "ENSSSAG00000115440" "ENSSSAG00000001379"
"ENSSSAG00000001381_Ssal_ENSSSAG00000065503_Ssal" 0.108443981913588 "ENSSSAG00000065503" "ENSSSAG00000001381"
"ENSSSAG00000001388_Ssal_ENSSSAG00000003526_Ssal" 0.529090259402265 "ENSSSAG00000001388" "ENSSSAG00000003526"
"ENSSSAG00000001462_Ssal_ENSSSAG00000094544_Ssal" 0.156729605457082 "ENSSSAG00000094544" "ENSSSAG00000001462"
"ENSSSAG00000001493_Ssal_ENSSSAG00000044018_Ssal" 0.720245669720024 "ENSSSAG00000044018" "ENSSSAG00000001493"
"ENSSSAG00000001497_Ssal_ENSSSAG00000068417_Ssal" 0.576518467686979 "ENSSSAG00000001497" "ENSSSAG00000068417"
"ENSSSAG00000001513_Ssal_ENSSSAG00000042142_Ssal" 0.397667993257081 "ENSSSAG00000001513" "ENSSSAG00000042142"
"ENSSSAG00000001536_Ssal_ENSSSAG00000062625_Ssal" 0.546249145344123 "ENSSSAG00000001536" "ENSSSAG00000062625"
"ENSSSAG00000001561_Ssal_ENSSSAG00000079653_Ssal" 0.273686089186973 "ENSSSAG00000079653" "ENSSSAG00000001561"
"ENSSSAG00000001594_Ssal_ENSSSAG00000068227_Ssal" 0.542598195700949 "ENSSSAG00000068227" "ENSSSAG00000001594"
"ENSSSAG00000001600_Ssal_ENSSSAG00000008461_Ssal" 0.710888743368685 "ENSSSAG00000001600" "ENSSSAG00000008461"
"ENSSSAG00000001632_Ssal_ENSSSAG00000043590_Ssal" 0.146282279517245 "ENSSSAG00000043590" "ENSSSAG00000001632"
"ENSSSAG00000001639_Ssal_ENSSSAG00000083367_Ssal" 0.890990877202777 "ENSSSAG00000001639" "ENSSSAG00000083367"
"ENSSSAG00000001684_Ssal_ENSSSAG00000008448_Ssal" 0.852421171673151 "ENSSSAG00000008448" "ENSSSAG00000001684"
"ENSSSAG00000001696_Ssal_ENSSSAG00000043783_Ssal" 0.469992700737553 "ENSSSAG00000001696" "ENSSSAG00000043783"
"ENSSSAG00000001698_Ssal_ENSSSAG00000100755_Ssal" 0.693072252718076 "ENSSSAG00000100755" "ENSSSAG00000001698"
"ENSSSAG00000001724_Ssal_ENSSSAG00000072614_Ssal" 0.1957245281285 "ENSSSAG00000001724" "ENSSSAG00000072614"
"ENSSSAG00000001779_Ssal_ENSSSAG00000041939_Ssal" 0.633307992476051 "ENSSSAG00000001779" "ENSSSAG00000041939"
"ENSSSAG00000001780_Ssal_ENSSSAG00000095818_Ssal" 0.371065674083828 "ENSSSAG00000095818" "ENSSSAG00000001780"
"ENSSSAG00000001801_Ssal_ENSSSAG00000072637_Ssal" 0.0814438433331386 "ENSSSAG00000072637" "ENSSSAG00000001801"
"ENSSSAG00000001817_Ssal_ENSSSAG00000046824_Ssal" 0.629978825067367 "ENSSSAG00000001817" "ENSSSAG00000046824"
"ENSSSAG00000001818_Ssal_ENSSSAG00000067184_Ssal" 0.752540179627501 "ENSSSAG00000067184" "ENSSSAG00000001818"
"ENSSSAG00000001819_Ssal_ENSSSAG00000077084_Ssal" 0.755776198982001 "ENSSSAG00000077084" "ENSSSAG00000001819"
"ENSSSAG00000001835_Ssal_ENSSSAG00000002175_Ssal" 0.753254215330803 "ENSSSAG00000001835" "ENSSSAG00000002175"
"ENSSSAG00000001840_Ssal_ENSSSAG00000048746_Ssal" 0.318963879640389 "ENSSSAG00000001840" "ENSSSAG00000048746"
"ENSSSAG00000001841_Ssal_ENSSSAG00000002133_Ssal" 0.731013520638452 "ENSSSAG00000001841" "ENSSSAG00000002133"
"ENSSSAG00000001843_Ssal_ENSSSAG00000072774_Ssal" 0.555852282691512 "ENSSSAG00000072774" "ENSSSAG00000001843"
"ENSSSAG00000001855_Ssal_ENSSSAG00000048882_Ssal" 0.470898376785755 "ENSSSAG00000048882" "ENSSSAG00000001855"
"ENSSSAG00000001862_Ssal_ENSSSAG00000116511_Ssal" 0.648787373961832 "ENSSSAG00000116511" "ENSSSAG00000001862"
"ENSSSAG00000001867_Ssal_ENSSSAG00000008837_Ssal" 0.550863296730994 "ENSSSAG00000001867" "ENSSSAG00000008837"
"ENSSSAG00000001868_Ssal_ENSSSAG00000098198_Ssal" 0.589267965515939 "ENSSSAG00000098198" "ENSSSAG00000001868"
"ENSSSAG00000001877_Ssal_ENSSSAG00000064777_Ssal" 0.966665425535627 "ENSSSAG00000001877" "ENSSSAG00000064777"
"ENSSSAG00000001928_Ssal_ENSSSAG00000067454_Ssal" 0.525252243849623 "ENSSSAG00000067454" "ENSSSAG00000001928"
"ENSSSAG00000001931_Ssal_ENSSSAG00000066313_Ssal" 0.361419265481439 "ENSSSAG00000066313" "ENSSSAG00000001931"
"ENSSSAG00000001933_Ssal_ENSSSAG00000053633_Ssal" 0.49732229940659 "ENSSSAG00000053633" "ENSSSAG00000001933"
"ENSSSAG00000001940_Ssal_ENSSSAG00000119597_Ssal" 0.822383614707893 "ENSSSAG00000119597" "ENSSSAG00000001940"
"ENSSSAG00000001956_Ssal_ENSSSAG00000041398_Ssal" 0.0257509626060396 "ENSSSAG00000001956" "ENSSSAG00000041398"
"ENSSSAG00000001985_Ssal_ENSSSAG00000115350_Ssal" 0.77054236122101 "ENSSSAG00000115350" "ENSSSAG00000001985"
"ENSSSAG00000001992_Ssal_ENSSSAG00000070242_Ssal" 0.68859034151825 "ENSSSAG00000001992" "ENSSSAG00000070242"
"ENSSSAG00000001995_Ssal_ENSSSAG00000055262_Ssal" 0.63517829546613 "ENSSSAG00000055262" "ENSSSAG00000001995"
"ENSSSAG00000002027_Ssal_ENSSSAG00000085827_Ssal" 0.285374878924171 "ENSSSAG00000085827" "ENSSSAG00000002027"
"ENSSSAG00000002065_Ssal_ENSSSAG00000091743_Ssal" 0.482639649328174 "ENSSSAG00000091743" "ENSSSAG00000002065"
"ENSSSAG00000002066_Ssal_ENSSSAG00000097984_Ssal" 0.0980359081127895 "ENSSSAG00000002066" "ENSSSAG00000097984"
"ENSSSAG00000002080_Ssal_ENSSSAG00000074734_Ssal" 0.59261645332572 "ENSSSAG00000002080" "ENSSSAG00000074734"
"ENSSSAG00000002107_Ssal_ENSSSAG00000095532_Ssal" 0.417877523118217 "ENSSSAG00000095532" "ENSSSAG00000002107"
"ENSSSAG00000002122_Ssal_ENSSSAG00000007997_Ssal" 0.269999678771619 "ENSSSAG00000002122" "ENSSSAG00000007997"
"ENSSSAG00000002140_Ssal_ENSSSAG00000093728_Ssal" 0.827784411262365 "ENSSSAG00000002140" "ENSSSAG00000093728"
"ENSSSAG00000002157_Ssal_ENSSSAG00000050463_Ssal" 0.509213623003905 "ENSSSAG00000002157" "ENSSSAG00000050463"
"ENSSSAG00000002255_Ssal_ENSSSAG00000055332_Ssal" 0.532679027864076 "ENSSSAG00000055332" "ENSSSAG00000002255"
"ENSSSAG00000002258_Ssal_ENSSSAG00000008511_Ssal" 0.640615985621168 "ENSSSAG00000002258" "ENSSSAG00000008511"
"ENSSSAG00000002276_Ssal_ENSSSAG00000004364_Ssal" -0.0266071251867294 "ENSSSAG00000004364" "ENSSSAG00000002276"
"ENSSSAG00000002280_Ssal_ENSSSAG00000050252_Ssal" 0.458652251904528 "ENSSSAG00000050252" "ENSSSAG00000002280"
"ENSSSAG00000002293_Ssal_ENSSSAG00000004186_Ssal" 0.448563558905471 "ENSSSAG00000002293" "ENSSSAG00000004186"
"ENSSSAG00000002298_Ssal_ENSSSAG00000004378_Ssal" 0.280583159526915 "ENSSSAG00000002298" "ENSSSAG00000004378"
"ENSSSAG00000002303_Ssal_ENSSSAG00000081070_Ssal" 0.191017780140258 "ENSSSAG00000002303" "ENSSSAG00000081070"
"ENSSSAG00000002328_Ssal_ENSSSAG00000080429_Ssal" 0.625609669823818 "ENSSSAG00000080429" "ENSSSAG00000002328"
"ENSSSAG00000002333_Ssal_ENSSSAG00000074853_Ssal" 0.226697478988546 "ENSSSAG00000074853" "ENSSSAG00000002333"
"ENSSSAG00000002334_Ssal_ENSSSAG00000042369_Ssal" 0.802405134458261 "ENSSSAG00000002334" "ENSSSAG00000042369"
"ENSSSAG00000002343_Ssal_ENSSSAG00000045122_Ssal" 0.55901109744612 "ENSSSAG00000002343" "ENSSSAG00000045122"
"ENSSSAG00000002360_Ssal_ENSSSAG00000045357_Ssal" 0.454109786743606 "ENSSSAG00000045357" "ENSSSAG00000002360"
"ENSSSAG00000002389_Ssal_ENSSSAG00000057327_Ssal" 0.637928910784072 "ENSSSAG00000002389" "ENSSSAG00000057327"
"ENSSSAG00000002404_Ssal_ENSSSAG00000045406_Ssal" 0.333911310452627 "ENSSSAG00000045406" "ENSSSAG00000002404"
"ENSSSAG00000002407_Ssal_ENSSSAG00000101841_Ssal" 0.275389686760862 "ENSSSAG00000101841" "ENSSSAG00000002407"
"ENSSSAG00000002438_Ssal_ENSSSAG00000043973_Ssal" 0.741597953658641 "ENSSSAG00000043973" "ENSSSAG00000002438"
"ENSSSAG00000002443_Ssal_ENSSSAG00000045467_Ssal" 0.790356072965112 "ENSSSAG00000045467" "ENSSSAG00000002443"
"ENSSSAG00000002454_Ssal_ENSSSAG00000057365_Ssal" 0.801637994455412 "ENSSSAG00000002454" "ENSSSAG00000057365"
"ENSSSAG00000002468_Ssal_ENSSSAG00000042327_Ssal" 0.820820117835498 "ENSSSAG00000042327" "ENSSSAG00000002468"
"ENSSSAG00000002472_Ssal_ENSSSAG00000008598_Ssal" 0.576584996613649 "ENSSSAG00000008598" "ENSSSAG00000002472"
"ENSSSAG00000002480_Ssal_ENSSSAG00000040057_Ssal" 0.800878922476656 "ENSSSAG00000002480" "ENSSSAG00000040057"
"ENSSSAG00000002501_Ssal_ENSSSAG00000003169_Ssal" 0.777507325059924 "ENSSSAG00000002501" "ENSSSAG00000003169"
"ENSSSAG00000002515_Ssal_ENSSSAG00000045959_Ssal" 0.678085580516722 "ENSSSAG00000045959" "ENSSSAG00000002515"
"ENSSSAG00000002532_Ssal_ENSSSAG00000003139_Ssal" 0.207139488310109 "ENSSSAG00000002532" "ENSSSAG00000003139"
"ENSSSAG00000002551_Ssal_ENSSSAG00000074834_Ssal" 0.615724933950112 "ENSSSAG00000074834" "ENSSSAG00000002551"
"ENSSSAG00000002560_Ssal_ENSSSAG00000086083_Ssal" 0.332955938059681 "ENSSSAG00000086083" "ENSSSAG00000002560"
"ENSSSAG00000002587_Ssal_ENSSSAG00000060403_Ssal" 0.277597771644018 "ENSSSAG00000060403" "ENSSSAG00000002587"
"ENSSSAG00000002591_Ssal_ENSSSAG00000046281_Ssal" 0.328233091783337 "ENSSSAG00000046281" "ENSSSAG00000002591"
"ENSSSAG00000002605_Ssal_ENSSSAG00000067392_Ssal" 0.571535743604194 "ENSSSAG00000002605" "ENSSSAG00000067392"
"ENSSSAG00000002653_Ssal_ENSSSAG00000038175_Ssal" 0.539132744692985 "ENSSSAG00000002653" "ENSSSAG00000038175"
"ENSSSAG00000002658_Ssal_ENSSSAG00000061686_Ssal" 0.336372246045529 "ENSSSAG00000002658" "ENSSSAG00000061686"
"ENSSSAG00000002667_Ssal_ENSSSAG00000003536_Ssal" 0.889516300575367 "ENSSSAG00000002667" "ENSSSAG00000003536"
"ENSSSAG00000002694_Ssal_ENSSSAG00000095299_Ssal" 0.473533754615969 "ENSSSAG00000095299" "ENSSSAG00000002694"
"ENSSSAG00000002699_Ssal_ENSSSAG00000017975_Ssal" 0.8293472682094 "ENSSSAG00000017975" "ENSSSAG00000002699"
"ENSSSAG00000002733_Ssal_ENSSSAG00000010510_Ssal" 0.414084391669509 "ENSSSAG00000010510" "ENSSSAG00000002733"
"ENSSSAG00000002735_Ssal_ENSSSAG00000109121_Ssal" 0.717298049389781 "ENSSSAG00000002735" "ENSSSAG00000109121"
"ENSSSAG00000002740_Ssal_ENSSSAG00000005185_Ssal" 0.709833500226463 "ENSSSAG00000005185" "ENSSSAG00000002740"
"ENSSSAG00000002744_Ssal_ENSSSAG00000041127_Ssal" 0.734887907108966 "ENSSSAG00000002744" "ENSSSAG00000041127"
"ENSSSAG00000002760_Ssal_ENSSSAG00000069906_Ssal" 0.372214660354433 "ENSSSAG00000002760" "ENSSSAG00000069906"
"ENSSSAG00000002761_Ssal_ENSSSAG00000076424_Ssal" 0.494152245688729 "ENSSSAG00000002761" "ENSSSAG00000076424"
"ENSSSAG00000002780_Ssal_ENSSSAG00000013118_Ssal" -0.18443166714153 "ENSSSAG00000013118" "ENSSSAG00000002780"
"ENSSSAG00000002812_Ssal_ENSSSAG00000099063_Ssal" 0.524669698119146 "ENSSSAG00000002812" "ENSSSAG00000099063"
"ENSSSAG00000002817_Ssal_ENSSSAG00000104437_Ssal" 0.911364379300313 "ENSSSAG00000002817" "ENSSSAG00000104437"
"ENSSSAG00000002831_Ssal_ENSSSAG00000119387_Ssal" 0.485656580544658 "ENSSSAG00000119387" "ENSSSAG00000002831"
"ENSSSAG00000002837_Ssal_ENSSSAG00000074687_Ssal" 0.411195907669643 "ENSSSAG00000002837" "ENSSSAG00000074687"
"ENSSSAG00000002838_Ssal_ENSSSAG00000042884_Ssal" 0.766767155251414 "ENSSSAG00000002838" "ENSSSAG00000042884"
"ENSSSAG00000002849_Ssal_ENSSSAG00000039459_Ssal" 0.597995225101301 "ENSSSAG00000039459" "ENSSSAG00000002849"
"ENSSSAG00000002898_Ssal_ENSSSAG00000077723_Ssal" 0.539424855573292 "ENSSSAG00000077723" "ENSSSAG00000002898"
"ENSSSAG00000002904_Ssal_ENSSSAG00000062161_Ssal" 0.698209782100016 "ENSSSAG00000062161" "ENSSSAG00000002904"
"ENSSSAG00000002911_Ssal_ENSSSAG00000112979_Ssal" 0.284482352506928 "ENSSSAG00000112979" "ENSSSAG00000002911"
"ENSSSAG00000002923_Ssal_ENSSSAG00000106333_Ssal" 0.491895353096047 "ENSSSAG00000002923" "ENSSSAG00000106333"
"ENSSSAG00000002929_Ssal_ENSSSAG00000108050_Ssal" 0.225010797638518 "ENSSSAG00000108050" "ENSSSAG00000002929"
"ENSSSAG00000002976_Ssal_ENSSSAG00000062806_Ssal" 0.712703110843328 "ENSSSAG00000062806" "ENSSSAG00000002976"
"ENSSSAG00000002998_Ssal_ENSSSAG00000083851_Ssal" 0.562712690763892 "ENSSSAG00000083851" "ENSSSAG00000002998"
"ENSSSAG00000003019_Ssal_ENSSSAG00000102878_Ssal" 0.64800145811254 "ENSSSAG00000003019" "ENSSSAG00000102878"
"ENSSSAG00000003021_Ssal_ENSSSAG00000010523_Ssal" 0.622615685058674 "ENSSSAG00000003021" "ENSSSAG00000010523"
"ENSSSAG00000003077_Ssal_ENSSSAG00000004585_Ssal" -0.623743721408158 "ENSSSAG00000003077" "ENSSSAG00000004585"
"ENSSSAG00000003101_Ssal_ENSSSAG00000118293_Ssal" 0.169215017965271 "ENSSSAG00000003101" "ENSSSAG00000118293"
"ENSSSAG00000003112_Ssal_ENSSSAG00000086415_Ssal" 0.645307395733021 "ENSSSAG00000086415" "ENSSSAG00000003112"
"ENSSSAG00000003117_Ssal_ENSSSAG00000007891_Ssal" 0.54095378866123 "ENSSSAG00000003117" "ENSSSAG00000007891"
"ENSSSAG00000003135_Ssal_ENSSSAG00000075155_Ssal" 0.775452947949102 "ENSSSAG00000003135" "ENSSSAG00000075155"
"ENSSSAG00000003153_Ssal_ENSSSAG00000007825_Ssal" 0.655736357690267 "ENSSSAG00000007825" "ENSSSAG00000003153"
"ENSSSAG00000003200_Ssal_ENSSSAG00000049773_Ssal" 0.550142402642246 "ENSSSAG00000049773" "ENSSSAG00000003200"
"ENSSSAG00000003208_Ssal_ENSSSAG00000091128_Ssal" 0.744893564004059 "ENSSSAG00000003208" "ENSSSAG00000091128"
"ENSSSAG00000003218_Ssal_ENSSSAG00000007566_Ssal" 0.89936701913578 "ENSSSAG00000003218" "ENSSSAG00000007566"
"ENSSSAG00000003236_Ssal_ENSSSAG00000121918_Ssal" 0.676564354574007 "ENSSSAG00000003236" "ENSSSAG00000121918"
"ENSSSAG00000003237_Ssal_ENSSSAG00000049754_Ssal" 0.115802197382838 "ENSSSAG00000049754" "ENSSSAG00000003237"
"ENSSSAG00000003291_Ssal_ENSSSAG00000010155_Ssal" -0.275944284080136 "ENSSSAG00000003291" "ENSSSAG00000010155"
"ENSSSAG00000003302_Ssal_ENSSSAG00000010142_Ssal" 0.59445990894387 "ENSSSAG00000003302" "ENSSSAG00000010142"
