"ID" "spearman_coeff" "gene1" "gene2"
"ENSSSAG00000001546_Ssal_ENSSSAG00000068381_Ssal" 0.703449737843676 "ENSSSAG00000001546" "ENSSSAG00000068381"
"ENSSSAG00000001624_Ssal_ENSSSAG00000072454_Ssal" 0.724870696803372 "ENSSSAG00000072454" "ENSSSAG00000001624"
"ENSSSAG00000001732_Ssal_ENSSSAG00000004268_Ssal" 0.514426163601698 "ENSSSAG00000001732" "ENSSSAG00000004268"
"ENSSSAG00000001733_Ssal_ENSSSAG00000045756_Ssal" 0.513898998907469 "ENSSSAG00000045756" "ENSSSAG00000001733"
"ENSSSAG00000001754_Ssal_ENSSSAG00000072785_Ssal" 0.48506511252742 "ENSSSAG00000001754" "ENSSSAG00000072785"
"ENSSSAG00000001828_Ssal_ENSSSAG00000002237_Ssal" 0.39311739770461 "ENSSSAG00000002237" "ENSSSAG00000001828"
"ENSSSAG00000001883_Ssal_ENSSSAG00000111664_Ssal" 0.892653797385588 "ENSSSAG00000001883" "ENSSSAG00000111664"
"ENSSSAG00000001885_Ssal_ENSSSAG00000045655_Ssal" 0.454987692652768 "ENSSSAG00000045655" "ENSSSAG00000001885"
"ENSSSAG00000001900_Ssal_ENSSSAG00000077783_Ssal" 0.188881004188232 "ENSSSAG00000077783" "ENSSSAG00000001900"
"ENSSSAG00000001903_Ssal_ENSSSAG00000002960_Ssal" 0.507815271114897 "ENSSSAG00000002960" "ENSSSAG00000001903"
"ENSSSAG00000001906_Ssal_ENSSSAG00000067775_Ssal" 0.891067047734569 "ENSSSAG00000001906" "ENSSSAG00000067775"
"ENSSSAG00000001957_Ssal_ENSSSAG00000070197_Ssal" 0.178646156821434 "ENSSSAG00000070197" "ENSSSAG00000001957"
"ENSSSAG00000001981_Ssal_ENSSSAG00000077981_Ssal" -0.00292387654816078 "ENSSSAG00000077981" "ENSSSAG00000001981"
"ENSSSAG00000001987_Ssal_ENSSSAG00000076022_Ssal" -0.0747735846176472 "ENSSSAG00000076022" "ENSSSAG00000001987"
"ENSSSAG00000002039_Ssal_ENSSSAG00000074725_Ssal" 0.892473523380809 "ENSSSAG00000074725" "ENSSSAG00000002039"
"ENSSSAG00000002056_Ssal_ENSSSAG00000003710_Ssal" 0.923802240304726 "ENSSSAG00000002056" "ENSSSAG00000003710"
"ENSSSAG00000002075_Ssal_ENSSSAG00000067713_Ssal" 0.334244401507317 "ENSSSAG00000002075" "ENSSSAG00000067713"
"ENSSSAG00000002114_Ssal_ENSSSAG00000074838_Ssal" 0.804903769247734 "ENSSSAG00000002114" "ENSSSAG00000074838"
"ENSSSAG00000002130_Ssal_ENSSSAG00000114586_Ssal" 0.356346812100685 "ENSSSAG00000002130" "ENSSSAG00000114586"
"ENSSSAG00000002161_Ssal_ENSSSAG00000050408_Ssal" 0.827785976459039 "ENSSSAG00000050408" "ENSSSAG00000002161"
"ENSSSAG00000002179_Ssal_ENSSSAG00000116338_Ssal" -0.0592095426007203 "ENSSSAG00000116338" "ENSSSAG00000002179"
"ENSSSAG00000002274_Ssal_ENSSSAG00000067438_Ssal" 0.542390870998467 "ENSSSAG00000002274" "ENSSSAG00000067438"
"ENSSSAG00000002302_Ssal_ENSSSAG00000008530_Ssal" 0.118306608877562 "ENSSSAG00000002302" "ENSSSAG00000008530"
"ENSSSAG00000002391_Ssal_ENSSSAG00000005091_Ssal" 0.854035836848077 "ENSSSAG00000002391" "ENSSSAG00000005091"
"ENSSSAG00000002504_Ssal_ENSSSAG00000046017_Ssal" 0.947820376900166 "ENSSSAG00000002504" "ENSSSAG00000046017"
"ENSSSAG00000002610_Ssal_ENSSSAG00000041201_Ssal" 0.487668787602287 "ENSSSAG00000041201" "ENSSSAG00000002610"
"ENSSSAG00000002627_Ssal_ENSSSAG00000095240_Ssal" 0.522939365127991 "ENSSSAG00000095240" "ENSSSAG00000002627"
"ENSSSAG00000002795_Ssal_ENSSSAG00000005436_Ssal" 0.759925551500881 "ENSSSAG00000005436" "ENSSSAG00000002795"
"ENSSSAG00000002809_Ssal_ENSSSAG00000006982_Ssal" 0.706909145214228 "ENSSSAG00000002809" "ENSSSAG00000006982"
"ENSSSAG00000002811_Ssal_ENSSSAG00000042928_Ssal" 0.687582317546897 "ENSSSAG00000042928" "ENSSSAG00000002811"
"ENSSSAG00000002915_Ssal_ENSSSAG00000009096_Ssal" 0.536408560221971 "ENSSSAG00000009096" "ENSSSAG00000002915"
"ENSSSAG00000002934_Ssal_ENSSSAG00000089396_Ssal" 0.606958171124017 "ENSSSAG00000089396" "ENSSSAG00000002934"
"ENSSSAG00000002938_Ssal_ENSSSAG00000045336_Ssal" 0.413315444426161 "ENSSSAG00000045336" "ENSSSAG00000002938"
"ENSSSAG00000002975_Ssal_ENSSSAG00000046639_Ssal" 0.19623825213447 "ENSSSAG00000002975" "ENSSSAG00000046639"
"ENSSSAG00000002986_Ssal_ENSSSAG00000040970_Ssal" 0.416362229512875 "ENSSSAG00000002986" "ENSSSAG00000040970"
"ENSSSAG00000002987_Ssal_ENSSSAG00000071539_Ssal" 0.0194084307681377 "ENSSSAG00000002987" "ENSSSAG00000071539"
"ENSSSAG00000003078_Ssal_ENSSSAG00000073660_Ssal" 0.785796429149013 "ENSSSAG00000073660" "ENSSSAG00000003078"
"ENSSSAG00000003087_Ssal_ENSSSAG00000010324_Ssal" 0.568862784169423 "ENSSSAG00000010324" "ENSSSAG00000003087"
"ENSSSAG00000003089_Ssal_ENSSSAG00000088835_Ssal" 0.118686306227421 "ENSSSAG00000003089" "ENSSSAG00000088835"
"ENSSSAG00000003099_Ssal_ENSSSAG00000066262_Ssal" 0.703541799177808 "ENSSSAG00000003099" "ENSSSAG00000066262"
"ENSSSAG00000003140_Ssal_ENSSSAG00000007853_Ssal" 0.72941607065815 "ENSSSAG00000007853" "ENSSSAG00000003140"
"ENSSSAG00000003142_Ssal_ENSSSAG00000040911_Ssal" 0.276298453828776 "ENSSSAG00000003142" "ENSSSAG00000040911"
"ENSSSAG00000003145_Ssal_ENSSSAG00000007838_Ssal" 0.504301922888488 "ENSSSAG00000007838" "ENSSSAG00000003145"
"ENSSSAG00000003239_Ssal_ENSSSAG00000010190_Ssal" 0.341401756539267 "ENSSSAG00000003239" "ENSSSAG00000010190"
"ENSSSAG00000003241_Ssal_ENSSSAG00000109669_Ssal" 0.813681823635253 "ENSSSAG00000003241" "ENSSSAG00000109669"
"ENSSSAG00000003248_Ssal_ENSSSAG00000049723_Ssal" 0.599510867971344 "ENSSSAG00000049723" "ENSSSAG00000003248"
"ENSSSAG00000003260_Ssal_ENSSSAG00000007549_Ssal" 0.188632670406653 "ENSSSAG00000007549" "ENSSSAG00000003260"
"ENSSSAG00000003264_Ssal_ENSSSAG00000014223_Ssal" 0.727844570484013 "ENSSSAG00000014223" "ENSSSAG00000003264"
"ENSSSAG00000003279_Ssal_ENSSSAG00000076621_Ssal" 0.0189862793972073 "ENSSSAG00000003279" "ENSSSAG00000076621"
"ENSSSAG00000003413_Ssal_ENSSSAG00000047303_Ssal" 0.647614073490099 "ENSSSAG00000047303" "ENSSSAG00000003413"
"ENSSSAG00000003414_Ssal_ENSSSAG00000064228_Ssal" 0.820469246769674 "ENSSSAG00000064228" "ENSSSAG00000003414"
"ENSSSAG00000003419_Ssal_ENSSSAG00000098329_Ssal" 0.69812973398123 "ENSSSAG00000098329" "ENSSSAG00000003419"
"ENSSSAG00000003442_Ssal_ENSSSAG00000059305_Ssal" 0.185338928510501 "ENSSSAG00000003442" "ENSSSAG00000059305"
"ENSSSAG00000003446_Ssal_ENSSSAG00000038744_Ssal" -0.339291779134927 "ENSSSAG00000003446" "ENSSSAG00000038744"
"ENSSSAG00000003484_Ssal_ENSSSAG00000005014_Ssal" 0.566743459464654 "ENSSSAG00000005014" "ENSSSAG00000003484"
"ENSSSAG00000003491_Ssal_ENSSSAG00000004463_Ssal" 0.298338676852924 "ENSSSAG00000004463" "ENSSSAG00000003491"
"ENSSSAG00000003493_Ssal_ENSSSAG00000080678_Ssal" 0.754185265311123 "ENSSSAG00000003493" "ENSSSAG00000080678"
"ENSSSAG00000003540_Ssal_ENSSSAG00000083490_Ssal" 0.366937981005765 "ENSSSAG00000003540" "ENSSSAG00000083490"
"ENSSSAG00000003552_Ssal_ENSSSAG00000070224_Ssal" 0.420796969908328 "ENSSSAG00000003552" "ENSSSAG00000070224"
"ENSSSAG00000003635_Ssal_ENSSSAG00000015684_Ssal" 0.876520553271207 "ENSSSAG00000015684" "ENSSSAG00000003635"
"ENSSSAG00000003682_Ssal_ENSSSAG00000089693_Ssal" 0.664606886378229 "ENSSSAG00000003682" "ENSSSAG00000089693"
"ENSSSAG00000003700_Ssal_ENSSSAG00000076750_Ssal" 0.645385115009422 "ENSSSAG00000003700" "ENSSSAG00000076750"
"ENSSSAG00000003718_Ssal_ENSSSAG00000004054_Ssal" 0.686768140483188 "ENSSSAG00000004054" "ENSSSAG00000003718"
"ENSSSAG00000003747_Ssal_ENSSSAG00000099673_Ssal" 0.743951670599358 "ENSSSAG00000099673" "ENSSSAG00000003747"
"ENSSSAG00000003748_Ssal_ENSSSAG00000064603_Ssal" 0.598080342755481 "ENSSSAG00000064603" "ENSSSAG00000003748"
"ENSSSAG00000003750_Ssal_ENSSSAG00000003836_Ssal" 0.279982475332792 "ENSSSAG00000003836" "ENSSSAG00000003750"
"ENSSSAG00000003752_Ssal_ENSSSAG00000093202_Ssal" 0.774533167863008 "ENSSSAG00000003752" "ENSSSAG00000093202"
"ENSSSAG00000003807_Ssal_ENSSSAG00000096417_Ssal" 0.461197787280964 "ENSSSAG00000003807" "ENSSSAG00000096417"
"ENSSSAG00000003858_Ssal_ENSSSAG00000043533_Ssal" 0.656059261573288 "ENSSSAG00000003858" "ENSSSAG00000043533"
"ENSSSAG00000003872_Ssal_ENSSSAG00000039420_Ssal" 0.751832274492575 "ENSSSAG00000003872" "ENSSSAG00000039420"
"ENSSSAG00000003910_Ssal_ENSSSAG00000075871_Ssal" 0.500813535175395 "ENSSSAG00000075871" "ENSSSAG00000003910"
"ENSSSAG00000003925_Ssal_ENSSSAG00000009966_Ssal" 0.870711313191987 "ENSSSAG00000003925" "ENSSSAG00000009966"
"ENSSSAG00000003957_Ssal_ENSSSAG00000070691_Ssal" 0.701320215156453 "ENSSSAG00000003957" "ENSSSAG00000070691"
"ENSSSAG00000004002_Ssal_ENSSSAG00000052305_Ssal" -0.177217693539771 "ENSSSAG00000004002" "ENSSSAG00000052305"
"ENSSSAG00000004009_Ssal_ENSSSAG00000113417_Ssal" 0.563842725577759 "ENSSSAG00000004009" "ENSSSAG00000113417"
"ENSSSAG00000004048_Ssal_ENSSSAG00000067039_Ssal" 0.854928939465898 "ENSSSAG00000004048" "ENSSSAG00000067039"
"ENSSSAG00000004075_Ssal_ENSSSAG00000042888_Ssal" 0.218656982993856 "ENSSSAG00000004075" "ENSSSAG00000042888"
"ENSSSAG00000004105_Ssal_ENSSSAG00000045461_Ssal" 0.47436680954842 "ENSSSAG00000004105" "ENSSSAG00000045461"
"ENSSSAG00000004189_Ssal_ENSSSAG00000048401_Ssal" 0.676267757872304 "ENSSSAG00000048401" "ENSSSAG00000004189"
"ENSSSAG00000004263_Ssal_ENSSSAG00000064518_Ssal" 0.621902640725397 "ENSSSAG00000004263" "ENSSSAG00000064518"
"ENSSSAG00000004266_Ssal_ENSSSAG00000081599_Ssal" 0.898501271742468 "ENSSSAG00000004266" "ENSSSAG00000081599"
"ENSSSAG00000004282_Ssal_ENSSSAG00000104043_Ssal" 0.80128832350062 "ENSSSAG00000104043" "ENSSSAG00000004282"
"ENSSSAG00000004292_Ssal_ENSSSAG00000008474_Ssal" 0.649479040219298 "ENSSSAG00000008474" "ENSSSAG00000004292"
"ENSSSAG00000004296_Ssal_ENSSSAG00000042650_Ssal" -0.0654174676029501 "ENSSSAG00000042650" "ENSSSAG00000004296"
"ENSSSAG00000004365_Ssal_ENSSSAG00000055509_Ssal" 0.616313641532123 "ENSSSAG00000055509" "ENSSSAG00000004365"
"ENSSSAG00000004371_Ssal_ENSSSAG00000090720_Ssal" 0.768685320838294 "ENSSSAG00000004371" "ENSSSAG00000090720"
"ENSSSAG00000004398_Ssal_ENSSSAG00000030457_Ssal" 0.758625437826455 "ENSSSAG00000004398" "ENSSSAG00000030457"
"ENSSSAG00000004489_Ssal_ENSSSAG00000070026_Ssal" 0.331347699813785 "ENSSSAG00000004489" "ENSSSAG00000070026"
"ENSSSAG00000004557_Ssal_ENSSSAG00000044701_Ssal" 0.434023446565497 "ENSSSAG00000004557" "ENSSSAG00000044701"
"ENSSSAG00000004579_Ssal_ENSSSAG00000044487_Ssal" 0.151137121526439 "ENSSSAG00000004579" "ENSSSAG00000044487"
"ENSSSAG00000004583_Ssal_ENSSSAG00000093647_Ssal" 0.474611384173895 "ENSSSAG00000093647" "ENSSSAG00000004583"
"ENSSSAG00000004597_Ssal_ENSSSAG00000005933_Ssal" 0.452595692928081 "ENSSSAG00000004597" "ENSSSAG00000005933"
"ENSSSAG00000004604_Ssal_ENSSSAG00000056815_Ssal" 0.849380211156974 "ENSSSAG00000004604" "ENSSSAG00000056815"
"ENSSSAG00000004623_Ssal_ENSSSAG00000093164_Ssal" 0.547727045997459 "ENSSSAG00000004623" "ENSSSAG00000093164"
"ENSSSAG00000004687_Ssal_ENSSSAG00000070528_Ssal" 0.355623987639464 "ENSSSAG00000004687" "ENSSSAG00000070528"
"ENSSSAG00000004692_Ssal_ENSSSAG00000072294_Ssal" 0.140472278733128 "ENSSSAG00000072294" "ENSSSAG00000004692"
"ENSSSAG00000004844_Ssal_ENSSSAG00000008600_Ssal" 0.538842465880911 "ENSSSAG00000004844" "ENSSSAG00000008600"
"ENSSSAG00000004867_Ssal_ENSSSAG00000074572_Ssal" 0.122473994586397 "ENSSSAG00000074572" "ENSSSAG00000004867"
"ENSSSAG00000004883_Ssal_ENSSSAG00000043419_Ssal" 0.160484108876856 "ENSSSAG00000043419" "ENSSSAG00000004883"
"ENSSSAG00000004953_Ssal_ENSSSAG00000081594_Ssal" 0.903715785122047 "ENSSSAG00000004953" "ENSSSAG00000081594"
"ENSSSAG00000004991_Ssal_ENSSSAG00000016098_Ssal" 0.0708804698119288 "ENSSSAG00000016098" "ENSSSAG00000004991"
"ENSSSAG00000005012_Ssal_ENSSSAG00000037545_Ssal" 0.591321971591152 "ENSSSAG00000037545" "ENSSSAG00000005012"
"ENSSSAG00000005057_Ssal_ENSSSAG00000088104_Ssal" 0.81328788238854 "ENSSSAG00000088104" "ENSSSAG00000005057"
"ENSSSAG00000005123_Ssal_ENSSSAG00000007347_Ssal" 0.556090930830568 "ENSSSAG00000007347" "ENSSSAG00000005123"
"ENSSSAG00000005139_Ssal_ENSSSAG00000121715_Ssal" 0.756984950351599 "ENSSSAG00000005139" "ENSSSAG00000121715"
"ENSSSAG00000005140_Ssal_ENSSSAG00000074524_Ssal" 0.823866081250673 "ENSSSAG00000074524" "ENSSSAG00000005140"
"ENSSSAG00000005151_Ssal_ENSSSAG00000093387_Ssal" 0.449833966115186 "ENSSSAG00000005151" "ENSSSAG00000093387"
"ENSSSAG00000005195_Ssal_ENSSSAG00000060487_Ssal" 0.657186625993922 "ENSSSAG00000060487" "ENSSSAG00000005195"
"ENSSSAG00000005215_Ssal_ENSSSAG00000073985_Ssal" 0.526121402319749 "ENSSSAG00000073985" "ENSSSAG00000005215"
"ENSSSAG00000005224_Ssal_ENSSSAG00000009395_Ssal" 0.252925043997329 "ENSSSAG00000009395" "ENSSSAG00000005224"
"ENSSSAG00000005230_Ssal_ENSSSAG00000010255_Ssal" 0.618787163193114 "ENSSSAG00000010255" "ENSSSAG00000005230"
"ENSSSAG00000005263_Ssal_ENSSSAG00000113040_Ssal" 0.251769041353747 "ENSSSAG00000005263" "ENSSSAG00000113040"
"ENSSSAG00000005297_Ssal_ENSSSAG00000015555_Ssal" 0.517476005797198 "ENSSSAG00000005297" "ENSSSAG00000015555"
"ENSSSAG00000005299_Ssal_ENSSSAG00000009445_Ssal" 0.768857289216866 "ENSSSAG00000005299" "ENSSSAG00000009445"
"ENSSSAG00000005460_Ssal_ENSSSAG00000100731_Ssal" 0.357289201305377 "ENSSSAG00000005460" "ENSSSAG00000100731"
"ENSSSAG00000005467_Ssal_ENSSSAG00000006698_Ssal" 0.687864751839479 "ENSSSAG00000005467" "ENSSSAG00000006698"
"ENSSSAG00000005490_Ssal_ENSSSAG00000042704_Ssal" 0.847092108020564 "ENSSSAG00000042704" "ENSSSAG00000005490"
"ENSSSAG00000005526_Ssal_ENSSSAG00000062605_Ssal" 0.787273055054543 "ENSSSAG00000062605" "ENSSSAG00000005526"
"ENSSSAG00000005540_Ssal_ENSSSAG00000054215_Ssal" 0.279111785899134 "ENSSSAG00000054215" "ENSSSAG00000005540"
"ENSSSAG00000005541_Ssal_ENSSSAG00000065831_Ssal" 0.384649962925412 "ENSSSAG00000005541" "ENSSSAG00000065831"
"ENSSSAG00000005570_Ssal_ENSSSAG00000079786_Ssal" 0.537683375876372 "ENSSSAG00000079786" "ENSSSAG00000005570"
"ENSSSAG00000005579_Ssal_ENSSSAG00000108167_Ssal" 0.846970934366224 "ENSSSAG00000108167" "ENSSSAG00000005579"
"ENSSSAG00000005628_Ssal_ENSSSAG00000062558_Ssal" 0.535073933698971 "ENSSSAG00000005628" "ENSSSAG00000062558"
"ENSSSAG00000005694_Ssal_ENSSSAG00000076822_Ssal" 0.491716257112921 "ENSSSAG00000076822" "ENSSSAG00000005694"
"ENSSSAG00000005700_Ssal_ENSSSAG00000064974_Ssal" 0.201400899431394 "ENSSSAG00000064974" "ENSSSAG00000005700"
"ENSSSAG00000005769_Ssal_ENSSSAG00000008137_Ssal" 0.7348057746237 "ENSSSAG00000008137" "ENSSSAG00000005769"
"ENSSSAG00000005776_Ssal_ENSSSAG00000066347_Ssal" 0.271741655024777 "ENSSSAG00000066347" "ENSSSAG00000005776"
"ENSSSAG00000005807_Ssal_ENSSSAG00000066713_Ssal" 0.30042758753072 "ENSSSAG00000066713" "ENSSSAG00000005807"
"ENSSSAG00000005828_Ssal_ENSSSAG00000076684_Ssal" 0.356545881850749 "ENSSSAG00000076684" "ENSSSAG00000005828"
"ENSSSAG00000005840_Ssal_ENSSSAG00000113663_Ssal" 0.710893953249487 "ENSSSAG00000113663" "ENSSSAG00000005840"
"ENSSSAG00000005853_Ssal_ENSSSAG00000055908_Ssal" 0.289695031513097 "ENSSSAG00000005853" "ENSSSAG00000055908"
"ENSSSAG00000005921_Ssal_ENSSSAG00000009245_Ssal" 0.766072175656053 "ENSSSAG00000005921" "ENSSSAG00000009245"
"ENSSSAG00000005996_Ssal_ENSSSAG00000066134_Ssal" 0.0858534557278509 "ENSSSAG00000005996" "ENSSSAG00000066134"
"ENSSSAG00000006035_Ssal_ENSSSAG00000045637_Ssal" 0.648689960638934 "ENSSSAG00000006035" "ENSSSAG00000045637"
"ENSSSAG00000006103_Ssal_ENSSSAG00000121415_Ssal" 0.557733445150769 "ENSSSAG00000121415" "ENSSSAG00000006103"
"ENSSSAG00000006144_Ssal_ENSSSAG00000065990_Ssal" 0.667103203248022 "ENSSSAG00000006144" "ENSSSAG00000065990"
"ENSSSAG00000006163_Ssal_ENSSSAG00000080440_Ssal" 0.550763366184579 "ENSSSAG00000006163" "ENSSSAG00000080440"
"ENSSSAG00000006254_Ssal_ENSSSAG00000064036_Ssal" 0.723436557112716 "ENSSSAG00000064036" "ENSSSAG00000006254"
"ENSSSAG00000006311_Ssal_ENSSSAG00000051752_Ssal" 0.900113664745662 "ENSSSAG00000051752" "ENSSSAG00000006311"
"ENSSSAG00000006388_Ssal_ENSSSAG00000040665_Ssal" 0.702864418831785 "ENSSSAG00000006388" "ENSSSAG00000040665"
"ENSSSAG00000006412_Ssal_ENSSSAG00000094417_Ssal" 0.205428944176462 "ENSSSAG00000094417" "ENSSSAG00000006412"
"ENSSSAG00000006466_Ssal_ENSSSAG00000026951_Ssal" 0.412810336042482 "ENSSSAG00000026951" "ENSSSAG00000006466"
"ENSSSAG00000006489_Ssal_ENSSSAG00000041854_Ssal" 0.939733364469452 "ENSSSAG00000006489" "ENSSSAG00000041854"
"ENSSSAG00000006565_Ssal_ENSSSAG00000079821_Ssal" 0.353008882854186 "ENSSSAG00000006565" "ENSSSAG00000079821"
"ENSSSAG00000006568_Ssal_ENSSSAG00000040266_Ssal" 0.706257716812919 "ENSSSAG00000006568" "ENSSSAG00000040266"
"ENSSSAG00000006570_Ssal_ENSSSAG00000065074_Ssal" 0.882769657468407 "ENSSSAG00000065074" "ENSSSAG00000006570"
"ENSSSAG00000006593_Ssal_ENSSSAG00000072739_Ssal" 0.101705276924243 "ENSSSAG00000072739" "ENSSSAG00000006593"
"ENSSSAG00000006602_Ssal_ENSSSAG00000055404_Ssal" 0.470937248525991 "ENSSSAG00000006602" "ENSSSAG00000055404"
"ENSSSAG00000006642_Ssal_ENSSSAG00000072727_Ssal" 0.776663893821253 "ENSSSAG00000072727" "ENSSSAG00000006642"
"ENSSSAG00000006665_Ssal_ENSSSAG00000048086_Ssal" 0.638029292336832 "ENSSSAG00000048086" "ENSSSAG00000006665"
"ENSSSAG00000006699_Ssal_ENSSSAG00000009247_Ssal" 0.42027049906417 "ENSSSAG00000006699" "ENSSSAG00000009247"
"ENSSSAG00000006718_Ssal_ENSSSAG00000066085_Ssal" 0.500894392912854 "ENSSSAG00000006718" "ENSSSAG00000066085"
"ENSSSAG00000006739_Ssal_ENSSSAG00000114694_Ssal" 0.352034701217066 "ENSSSAG00000006739" "ENSSSAG00000114694"
"ENSSSAG00000006771_Ssal_ENSSSAG00000079322_Ssal" 0.602896259288867 "ENSSSAG00000079322" "ENSSSAG00000006771"
"ENSSSAG00000006824_Ssal_ENSSSAG00000055868_Ssal" 0.845610595662727 "ENSSSAG00000055868" "ENSSSAG00000006824"
"ENSSSAG00000006827_Ssal_ENSSSAG00000071988_Ssal" 0.552634244155433 "ENSSSAG00000006827" "ENSSSAG00000071988"
